FID,Station,Year,x,y,Open.Water,Developed.Open,Developed.Low,Developed.Mid,Developed.High,Barren,Deciduous,Coniferous,Mixed,Scrub,Grassland,Pasture,Cultivated.Crops,Woody.Wetlands,Herbaceus.Wetlands,road_density,camera,random,forest_edgedensity,stream_density,snow_depth
932,30,2015,305092,4671451,0.021030246,0.054584121,0.011696597,0.002126654,0.003662571,0,0.269139887,0.084475425,0.215855388,0.016304348,0.002953686,0.235940454,0.065571834,0.004253308,0.012405482,1.343144281,Browning,0.825958435,78.76496534,0.430174415,167.8888889
933,32,2015,469326,4669682,0.000118147,0.067344045,0.014295841,0.005198488,0.00047259,0,0.538043478,0.051039698,0.166351607,0.009215501,0.006143667,0.128898866,0,0.01205104,0.000827032,1.280951466,Browning,0.564852216,52.02425961,0.744378805,341.0111111
934,33,2015,473395,4671296,0.008270321,0.0463138,0.00508034,0.000354442,0,0,0.513468809,0.075614367,0.283553875,0.019730624,0.000118147,0.024338374,0,0.021148393,0.002008507,1.285583357,Browning,0.346505943,51.86672968,0.748367676,351.8049383
935,34,2015,473978,4670866,0.008270321,0.043596408,0.005907372,0.000354442,0.000118147,0,0.550685255,0.081049149,0.255434783,0.013114367,0.000118147,0.024574669,0,0.015359168,0.001417769,1.258784311,Browning,0.183639713,46.07750473,0.741230205,357.2333333
936,35,2015,111877,4673249,0.000118147,0.029064272,0.002953686,0.001535917,0.000354442,0,0.294187146,0.055411153,0.107159735,0.001654064,0.001772212,0.415170132,0.062381853,0.019258034,0.008979206,0.788010001,Reconyx,0.262200841,43.67517328,0.519566621,346.3654321
937,36,2015,115351,4673371,0.00047259,0.028946125,0.004844045,0.001535917,0.000236295,0.000236295,0.364839319,0.068171078,0.137523629,0,0.001417769,0.362830813,0.004135161,0.015004726,0.009806238,0.919247349,Browning,0.466902417,44.26591052,0.515210654,398.3111111
938,37,2015,119309,4675804,0.000935016,0.040088827,0.039738195,0.012388967,0.000116877,0,0.335320243,0.034478728,0.072580645,0.000584385,0.001402525,0.397615708,0.03085554,0.023609163,0.01028518,1.197730005,Browning,0.315610831,56.52953093,0.495676249,398.1506173
939,38,2015,123428,4675681,0.001299622,0.035562382,0.007443289,0.003426276,0.00047259,0.000236295,0.343218336,0.069588847,0.09120983,0.001063327,0.001535917,0.367911153,0.032136106,0.0393431,0.00555293,1.3348529,Reconyx,0.036353438,55.05671078,0.492774027,398.9077778
940,39,2015,140085,4675037,0.129135161,0.071361059,0.063681474,0.02221172,0.001654064,0.001063327,0.325850662,0.013823251,0.137759924,0.001063327,0.016304348,0.206167297,0.007561437,0.002126654,0.000236295,1.882088323,Reconyx,0.94774099,64.82356648,0.5117612,347.8844444
941,40,2015,143408,4674529,0.000584385,0.035413745,0.030388032,0.003740065,0.000584385,0,0.398083216,0.032491819,0.126227209,0.004090697,0.000350631,0.316386162,0.051659654,0,0,1.87919288,Browning,0.113172767,60.93189964,0.532115911,347.1197531
942,43,2015,246306,4675398,0.00094518,0.047377127,0.011224008,0.001299622,0,0,0.372755198,0.049267486,0.130789225,0.024929112,0.006143667,0.345226843,0.010042533,0,0,1.458495001,Browning,0.782557573,66.95022054,0.532964536,278.6864198
943,46,2015,303419,4674046,0.012878072,0.050094518,0.014886578,0.004135161,0.000118147,0,0.475425331,0.088137996,0.21479206,0.004253308,0.001654064,0.071242911,0.057065217,0,0.005316635,1.375710011,Reconyx,0.734958219,47.69218652,0.447169879,210.6155556
944,50,2015,328153,4674888,0.000350631,0.035764376,0.002921926,0.000701262,0,0.000467508,0.428354371,0.059139785,0.349345489,0.005376344,0.002337541,0.115240767,0,0,0,1.794158578,Browning,0.205542427,45.07558049,0.591299847,163.6555556
945,53,2015,285417,4701919,0.004962193,0.049149338,0.003426276,0.000236295,0.000118147,0,0.391895085,0.118383743,0.13008034,0.001181474,0.001417769,0.209475425,0.076205104,0.009097353,0.004371456,1.80520163,Reconyx,0.555055925,56.98645243,0.542751074,181.8311111
946,54,2015,467436,4673323,0.000354442,0.032844991,0.006261815,0.000354442,0,0.00460775,0.586011342,0.033553875,0.187854442,0.006970699,0.003071834,0.114130435,0,0.020557656,0.003426276,1.323366682,Browning,0.430846005,53.24511657,0.767909178,314.89
947,55,2015,472666,4673692,0.009924386,0.036271267,0.002362949,0.00094518,0,0.000590737,0.492084121,0.070534026,0.321006616,0.010042533,0.000827032,0.036271267,0,0.014413989,0.004725898,1.308480004,Browning,0.918623395,43.16320101,0.764485061,343.6111111
948,56,2015,477156,4676220,0.001636279,0.037868163,0.008765778,0.001519402,0.000233754,0,0.45769051,0.047802712,0.187704535,0.018115942,0.004558205,0.227910238,0,0.005843852,0.000350631,1.339412877,Browning,0.818628076,58.94498987,0.76444327,312.3444444
949,57,2015,478748,4675442,0.001636279,0.042426367,0.015310893,0.000935016,0.000116877,0.000584385,0.52454418,0.031439925,0.229079009,0.014960262,0.006194483,0.107293128,0,0.023959794,0.001519402,1.301505736,Browning,0.208808392,61.51628487,0.759137222,315.1555556
950,58,2015,481868,4674155,0,0.056828922,0.023865784,0.004135161,0.00047259,0,0.540642722,0.004725898,0.081521739,0.007443289,0.000590737,0.273511342,0,0.005789225,0.00047259,1.203726649,Browning,0.985161955,80.41902962,0.734402895,294.6466667
951,59,2015,138680,4678680,0.006970699,0.059191871,0.030600189,0.008742911,0.000236295,0.001063327,0.45557656,0.034144612,0.196951796,0.003662571,0.002953686,0.187618147,0.009806238,0.002362949,0.000118147,1.856443365,Reconyx,0.20857475,67.22589792,0.505913292,369.0088889
952,60,2015,142938,4679417,0.00047259,0.046077505,0.007088847,0.002717391,0.001063327,0.003898866,0.55694707,0.049385633,0.199196597,0.008506616,0.01157845,0.092627599,0,0.020085066,0.000354442,1.904745003,Browning,0.602845582,58.28607435,0.521232476,384.8493827
953,61,2015,145958,4679197,0.000354442,0.036625709,0.007797732,0.001890359,0.000236295,0,0.548913043,0.051748582,0.202741021,0.000827032,0.001299622,0.06344518,0.025992439,0.058010397,0.000118147,1.894358337,Reconyx,0.644049257,44.26591052,0.544035345,387.0259259
954,62,2015,251602,4679059,0.004962193,0.02918242,0.01713138,0.003189981,0.000236295,0.00094518,0.410916824,0.03426276,0.191635161,0.002599244,0.002835539,0.164933837,0.108577505,0.021857278,0.006734405,1.400162488,Browning,0.766721435,51.47290485,0.504438451,221.4851852
955,63,2015,255594,4678086,0.000701262,0.049789621,0.002337541,0.001051893,0.000233754,0,0.406615241,0.150771388,0.33228144,0.001051893,0.004324451,0.050841515,0,0,0,1.44028002,Reconyx,0.573480477,46.55602306,0.495687893,308.4320988
956,64,2015,258778,4677114,0.001063327,0.050212665,0.002126654,0.00047259,0.000118147,0.000236295,0.516895085,0.095108696,0.17084121,0.003071834,0.000236295,0.131143667,0.028473535,0,0,1.434509993,Browning,0.775146222,56.75015753,0.480203718,309.8694444
957,66,2015,303566,4677771,0.000701262,0.058906031,0.003856942,0.003389434,0.000233754,0.002454418,0.239481066,0.037868163,0.20885928,0.002571295,0.000116877,0.343618513,0.080878915,0.013557737,0.003506311,1.467263361,Reconyx,0.338043715,57.81517843,0.457121124,157.2411111
958,67,2015,324423,4680661,0.001417769,0.030954631,0.005789225,0.000354442,0,0,0.631852552,0.024102079,0.239012287,0.001181474,0.003780718,0.023983932,0.023983932,0.011932892,0.001654064,1.720908574,Reconyx,0.884086441,34.42028986,0.530263126,155.6472222
959,68,2015,328243,4679685,0.000236295,0.037925331,0.002599244,0.000590737,0,0,0.47129017,0.014768431,0.346880907,0.005671078,0.000827032,0.082939509,0.031663516,0.00460775,0,1.765875002,Reconyx,0.066084963,43.51764335,0.594018857,151.7333333
960,71,2015,341444,4677581,0,0.046195652,0.010160681,0.002599244,0,0,0.556592628,0.007206994,0.247046314,0.006143667,0.003426276,0.117084121,0.003544423,0,0,2.118727173,Browning,0.379944987,56.19880277,0.81308215,169.9730159
961,72,2015,342917,4678694,0.00094518,0.043596408,0.008861059,0.001654064,0,0,0.665170132,0.007679584,0.13055293,0.002362949,0.002599244,0.128071834,0.002244802,0.004844045,0.001417769,2.008806666,Browning,0.153018597,59.82199118,0.845891789,172.3244444
962,73,2015,346573,4678259,0.001772212,0.05044896,0.010751418,0.001063327,0.000354442,0.001181474,0.655127599,0.003426276,0.113067108,0.000590737,0.002244802,0.125118147,0.022802457,0.005789225,0.006261815,2.022059917,Browning,0.076735164,56.90768746,0.871418625,193.525
963,75,2015,378740,4679053,0.002599244,0.051630435,0.002126654,0.000708885,0,0.000118147,0.208766541,0.086247637,0.423913043,0.032844991,0.001063327,0.167060491,0.008152174,0.01205104,0.002717391,1.375405014,Browning,0.034377074,73.48771267,0.934114903,244.4333333
964,76,2015,382135,4678878,0.002362949,0.050685255,0.004844045,0.001417769,0,0.002835539,0.324905482,0.042887524,0.399102079,0.003308129,0.003071834,0.15831758,0,0.00555293,0.000708885,1.364942874,Browning,0.520561372,58.16792691,0.945285395,221.8877778
965,80,2015,448254,4678199,0,0.043596408,0.008152174,0.000354442,0,0.000590737,0.32313327,0.034026465,0.252481096,0.00047259,0.000590737,0.335538752,0,0.001063327,0,1.442506631,Browning,0.944106514,59.38878387,0.777212075,304.9044444
966,81,2015,451987,4679939,0.00094518,0.049503781,0.006143667,0.00094518,0.000236295,0.00094518,0.199787335,0.07915879,0.464910208,0.003308129,0.00047259,0.152528355,0,0.034380907,0.006734405,1.423614264,Browning,0.174625259,61.5942029,0.779795915,319.31
967,82,2015,468995,4679877,0,0.03981569,0.004725898,0.000236295,0,0.005671078,0.357159735,0.079867675,0.408435728,0.007206994,0.00555293,0.088965028,0,0.002362949,0,1.417007123,Browning,0.024992861,50.84278513,0.769884005,320.6177778
968,83,2015,470424,4680150,0,0.032608696,0.009215501,0.000590737,0.000590737,0,0.25094518,0.119801512,0.450023629,0.007206994,0.006734405,0.113657845,0,0.007679584,0.00094518,1.421759963,Browning,0.501394385,47.88909893,0.766054102,312.7522222
969,84,2015,482913,4677097,0.00460775,0.049976371,0.009451796,0.001181474,0.000118147,0.000354442,0.652882798,0.003662571,0.064862949,0.002717391,0.001535917,0.189272212,0,0.01665879,0.002717391,1.299116691,Reconyx,0.807083687,78.60743541,0.744707336,329.3322222
970,85,2015,488078,4678378,0.000590737,0.037334594,0.010869565,0.001181474,0,0,0.730978261,0.014532136,0.045132325,0.005789225,0.002008507,0.132561437,0,0.015831758,0.003189981,1.274337138,Reconyx,0.817074279,63.44517958,0.732971082,351.1123457
971,88,2015,169606,4681026,0.003544423,0.052457467,0.010160681,0.006143667,0.001299622,0.000590737,0.256734405,0.009806238,0.095344991,0.001654064,0.001535917,0.44399811,0.051630435,0.053166352,0.011932892,1.214184999,Browning,0.637219448,60.33396345,0.585088168,304.1311111
972,89,2015,173629,4682926,0.00397382,0.03085554,0.01227209,0.008648901,0.000701262,0.000818139,0.291725105,0.014375877,0.041023843,0.005025713,0,0.466222534,0.108578775,0.013323983,0.002454418,1.213419974,Reconyx,0.124418929,60.65918654,0.602670173,309.2977778
973,90,2015,226218,4682753,0.040790089,0.063814867,0.00911641,0.003740065,0.000233754,0.00198691,0.428120617,0.050140252,0.145745676,0.001402525,0.000233754,0.211196821,0.041374474,0.000818139,0.001285647,1.338294983,Browning,0.878296198,63.97070282,0.54560802,296.9197531
974,91,2015,230112,4683973,0.044187146,0.073487713,0.014650284,0.001890359,0.000118147,0.000236295,0.335302457,0.021502836,0.093100189,0.001535917,0.000354442,0.323842155,0.015949905,0.038634216,0.03520794,1.371136626,Reconyx,0.301868421,74.82671708,0.547329128,271.1566667
975,92,2015,234544,4683407,0,0.04076087,0.00508034,0.001535917,0.000118147,0,0.491375236,0.007088847,0.075732514,0.000827032,0.000354442,0.327150284,0.012641777,0.02870983,0.008624764,1.386716684,Browning,0.982606242,60.41272842,0.550112695,229.3625
976,94,2015,292644,4683651,0,0.026465028,0.003780718,0.000708885,0,0,0.56805293,0.024574669,0.174385633,0.009924386,0.003308129,0.150401701,0.030836484,0.005789225,0.001772212,1.504653335,Browning,0.152149138,52.29993699,0.44323765,180.9722222
977,95,2015,297659,4682757,0,0.028284245,0.004090697,0.005726975,0.000467508,0,0.314633006,0.047335203,0.246961197,0.002220664,0,0.203249182,0.14083684,0.004675082,0.001519402,1.530546665,Browning,0.844534021,42.2705314,0.44130229,169.2988889
978,97,2015,325463,4683034,0,0.021620983,0.001535917,0.00094518,0,0.000236295,0.622518904,0.018667297,0.232750473,0.002126654,0.001417769,0.031899811,0.056710775,0.009569943,0,1.699022472,Browning,0.336986871,24.5352867,0.534508611,161.2044444
979,98,2015,328567,4682043,0.004725898,0.044068998,0.004253308,0.000354442,0.000118147,0,0.433364839,0.036389414,0.335302457,0.003780718,0.002599244,0.086365784,0.024102079,0.018312854,0.006261815,1.707350016,Browning,0.67726236,48.24354127,0.591166828,160.8
980,100,2015,335363,4683127,0.012996219,0.049740076,0.004844045,0.000590737,0,0.000827032,0.322069943,0.040879017,0.328449905,0.000354442,0.000118147,0.201086957,0.016068053,0.0161862,0.005789225,1.786353993,Reconyx,0.610117425,50.92155009,0.761481911,177.484127
981,101,2015,340616,4682828,0,0.038516068,0.009451796,0.001417769,0.000118147,0,0.274929112,0.0231569,0.208057656,0.005671078,0.003426276,0.295604915,0.133624764,0.005671078,0.000354442,1.792436639,Browning,0.672978163,57.7347196,0.83384038,139.9211111
982,102,2015,343098,4683231,0.006734405,0.035089792,0.014177694,0.001417769,0,0.002481096,0.463965028,0.014650284,0.130907372,0.006143667,0.001535917,0.208057656,0.083293951,0.015241021,0.016304348,1.800448571,Browning,0.04458739,58.60113422,0.874997228,164.8777778
983,103,2015,380141,4683081,0.000584385,0.03202431,0.001753156,0.000233754,0,0,0.27886863,0.114188873,0.527232352,0.001636279,0.000701262,0.020920991,0,0.021856007,0,1.543486655,Browning,0.718912647,39.27068724,0.975804174,322.1652778
984,104,2015,381588,4682012,0.001299622,0.030245747,0.002008507,0.000118147,0,0,0.253189981,0.098180529,0.525165406,0.000708885,0.000118147,0.077032136,0,0.011932892,0,1.451184988,Browning,0.655095358,40.6821046,0.963258718,287.7271605
985,107,2015,410579,4681916,0.012973352,0.057620383,0.005610098,0.002103787,0.000350631,0.001285647,0.34887798,0.048971482,0.26741468,0.009350164,0.000350631,0.219962599,0,0.020102852,0.005025713,1.335690022,Browning,0.211887661,70.98332554,0.9013955,284.2911111
986,108,2015,435685,4683074,0.018431002,0.066635161,0.025874291,0.005789225,0.00094518,0.003308129,0.244328922,0.038988658,0.296195652,0.009806238,0.00602552,0.150047259,0.086720227,0.038397921,0.008506616,1.48980251,Browning,0.489385065,80.02520479,0.778385768,256.9488889
987,109,2015,440459,4682592,0.00047259,0.062381853,0.007206994,0.00094518,0,0,0.297377127,0.037452741,0.225661626,0.015477316,0.001063327,0.316871456,0.001890359,0.031781664,0.001417769,1.440768565,Browning,0.68637984,82.19124134,0.780594596,268.5728395
988,110,2015,443537,4681786,0.000590737,0.044659735,0.002835539,0.000827032,0.000236295,0.000118147,0.306592628,0.059900756,0.3588138,0,0.000354442,0.193761815,0,0.027055766,0.004253308,1.472318312,Browning,0.465134254,52.65437933,0.78148815,304.5777778
989,111,2015,448448,4682995,0.00094518,0.042887524,0.005789225,0.001417769,0.000118147,0.000354442,0.308128544,0.042296786,0.298913043,0.001535917,0.004489603,0.25460775,0.019021739,0.018549149,0.00094518,1.450000048,Browning,0.954643327,56.51386263,0.780691062,287.1522222
990,112,2015,451210,4682379,0.003308129,0.045723062,0.00649811,0.001063327,0.000354442,0.001535917,0.217273157,0.08010397,0.371928166,0.001772212,0.000118147,0.240075614,0,0.030245747,0,1.465865714,Browning,0.706998383,61.98802773,0.785865656,299.1077778
991,114,2015,466630,4680951,0.003389434,0.046517064,0.025128565,0.007012623,0.000467508,0.00397382,0.412459093,0.038803179,0.369565217,0.010168303,0.002688172,0.069775596,0,0.003389434,0.006661992,1.42800501,Browning,0.937590059,59.25666199,0.775565634,330.4833333
992,115,2015,471392,4682794,0.003426276,0.010751418,0.004489603,0.001181474,0.000708885,0.002126654,0.565689981,0.061436673,0.304938563,0.003544423,0.002481096,0.027410208,0,0.010042533,0.001772212,1.457808336,Browning,0.787918814,28.39477001,0.760256549,331.2711111
993,116,2015,484305,4681269,0.001417769,0.037098299,0.010869565,0.001890359,0.00047259,0.00047259,0.65879017,0.021620983,0.08423913,0.008742911,0.002953686,0.15229206,0,0.01713138,0.002008507,1.353679975,Reconyx,0.813410182,72.73944549,0.734980864,345.5493827
994,117,2015,486323,4682058,0.00094518,0.031072779,0.007561437,0.001299622,0.000354442,0.000236295,0.723416824,0.015004726,0.060373346,0.003544423,0.001772212,0.134806238,0.00555293,0.013823251,0.000236295,1.315616687,Reconyx,0.107350974,59.15248897,0.732585102,367.5111111
995,118,2015,492082,4683282,0.000118147,0.036862004,0.002953686,0.000354442,0,0,0.781663516,0.005789225,0.043478261,0.01110586,0.001181474,0.112358223,0.000118147,0.003898866,0.000118147,1.37330997,Reconyx,0.836851405,48.24354127,0.690737555,372.8555556
996,119,2015,495455,4682470,0.009806238,0.054702268,0.009333648,0.000590737,0,0.000118147,0.595344991,0.002008507,0.034144612,0.004844045,0.003662571,0.263350662,0,0.018667297,0.003426276,1.314598594,Reconyx,0.889880358,73.4089477,0.646704367,376.1311111
997,121,2015,122477,4686713,0.006143667,0.033435728,0.002717391,0.00094518,0,0,0.605623819,0.052339319,0.183246692,0.001654064,0.002717391,0.106332703,0.002835539,0.000236295,0.001772212,1.272454997,Reconyx,0.873992372,43.32073094,0.428865234,413.6986111
998,122,2015,126054,4686417,0.001063327,0.050685255,0.010042533,0.002481096,0.000236295,0.000118147,0.486413043,0.021975425,0.100661626,0.00508034,0.004725898,0.180529301,0.030718336,0.088019849,0.017249527,1.394277113,Reconyx,0.659799516,68.76181474,0.467596188,391.8466667
999,124,2015,135624,4686013,0.003389434,0.033660589,0.005493221,0.001402525,0,0,0.543478261,0.044530154,0.095021038,0.006778869,0.011804582,0.212482468,0.033076204,0.006545115,0.002337541,1.495659947,Browning,0.723698162,61.32148979,0.529865342,413.4125
1000,125,2015,173595,4686806,0.000708885,0.041942344,0.017013233,0.007206994,0.000827032,0.000118147,0.365075614,0.108459357,0.144966919,0.001535917,0.004489603,0.245510397,0.060609641,0.001535917,0,1.185060024,Browning,0.57194344,59.5463138,0.590201298,311.8477778
1001,126,2015,226374,4685333,0.001051893,0.039621318,0.002571295,0.000818139,0,0.000467508,0.596306685,0.039036933,0.089644694,0.010051426,0.00116877,0.185600748,0.024427302,0.008415147,0.000818139,1.331878324,Reconyx,0.715243534,72.9312763,0.53255403,289.92
1002,127,2015,232191,4688234,0.003071834,0.049858223,0.003308129,0.000590737,0,0.000354442,0.413397921,0.149220227,0.319234405,0.01665879,0.002953686,0.012996219,0,0.01205104,0.016304348,1.34600997,Browning,0.670516872,56.43509767,0.543350143,294.9222222
1003,130,2015,287659,4687461,0.000708885,0.044777883,0.003780718,0.001535917,0,0,0.301512287,0.138705104,0.258742911,0.007797732,0.001535917,0.239248582,0.001654064,0,0,1.546356638,Reconyx,0.433069275,55.4505356,0.437380493,197.1555556
1004,131,2015,297052,4686172,0.000236295,0.04028828,0.006852552,0.001772212,0.000236295,0,0.230978261,0.030600189,0.207939509,0,0.000354442,0.276346881,0.163988658,0.038634216,0.001772212,1.613740007,Browning,0.345927709,78.80434783,0.46077095,161.2716049
1005,132,2015,301707,4686401,0.001772212,0.038752363,0.007561437,0.003071834,0.000236295,0.00094518,0.26665879,0.038752363,0.234286389,0.006734405,0.008742911,0.233223062,0.139650284,0.017840265,0.001772212,1.585185031,Browning,0.647135297,70.57340895,0.466104137,170.3844444
1006,133,2015,305242,4685855,0.009097353,0.045604915,0.010515123,0.004135161,0.000236295,0,0.194825142,0.050094518,0.201559546,0.014059546,0.018667297,0.285089792,0.155954631,0.006616257,0.003544423,1.594798548,Browning,0.462382493,71.04599874,0.46944276,167.1746032
1007,135,2015,325603,4685834,0,0.044187146,0.003898866,0.001181474,0.000118147,0.000827032,0.612594518,0.007797732,0.193171078,0.007325142,0.010869565,0.109522684,0.004489603,0.003780718,0.000236295,1.62248836,Browning,0.287248068,46.66824197,0.531209677,146.8255556
1008,138,2015,335529,4686895,0.00011562,0.033414268,0.003121748,0.000578102,0,0,0.574632906,0.045091918,0.327321078,0,0.003468609,0.00393109,0,0.007399699,0.000924962,1.55941999,Reconyx,0.215959317,30.02273866,0.773134549,172.7746032
1009,139,2015,361861,4684705,0,0.010751418,0.011932892,0.003308129,0,0,0.325378072,0.046550095,0.382206994,0.001535917,0,0.109168242,0.056828922,0.03981569,0.012523629,1.529395751,Browning,0.546123245,18.74606175,0.962290868,264.2977778
1010,140,2015,366770,4687211,0.004017013,0.05186673,0.008152174,0.00094518,0,0,0.236767486,0.068761815,0.435018904,0.002953686,0.002362949,0.166233459,0.014650284,0.003544423,0.004725898,1.638652015,Reconyx,0.105900248,57.85286704,0.952286192,273.2744444
1011,141,2015,371362,4687131,0,0.060137051,0.014177694,0.002599244,0,0,0.326795841,0.016304348,0.214673913,0.002717391,0.001181474,0.327977316,0.033435728,0,0,1.74260602,Reconyx,0.968193626,59.74322621,0.97709774,270.5766667
1012,142,2015,378583,4686627,0.00094518,0.036625709,0.00602552,0.001299622,0,0,0.388232514,0.030127599,0.284144612,0.000236295,0.00047259,0.121101134,0.007915879,0.103851607,0.019021739,1.783686678,Browning,0.995597693,47.18021424,1.004059809,331.0222222
1013,143,2015,382030,4686028,0.000354442,0.048440454,0.012287335,0.001299622,0,0,0.329867675,0.097589792,0.390595463,0.002481096,0.001772212,0.078804348,0,0.032372401,0.004135161,1.705089966,Browning,0.66034705,53.12696912,0.993700042,347.6211111
1014,144,2015,386239,4686167,0.000708885,0.030836484,0.006261815,0.00094518,0,0.002244802,0.378071834,0.039106805,0.269966919,0.002126654,0.004017013,0.105033081,0.075614367,0.073960302,0.01110586,1.559120019,Browning,0.48744426,40.83963453,0.965424376,325.6322222
1015,147,2015,406231,4687148,0.000590737,0.03887051,0.002362949,0.000590737,0.000236295,0.000827032,0.325259924,0.056828922,0.373582231,0.010396975,0.002126654,0.138114367,0.025519849,0.019139887,0.00555293,1.30777665,Reconyx,0.170582502,51.94549464,0.942067126,310.5711111
1016,148,2015,409492,4687655,0.023842917,0.033894343,0.004791959,0.000935016,0,0.000116877,0.277933614,0.037634409,0.253740065,0.031089294,0.000467508,0.280154278,0.0514259,0.003856942,0.000116877,1.318523328,Browning,0.5992031,56.49057192,0.924852482,307.5455556
1017,150,2015,445249,4686319,0.001299622,0.035798677,0.010042533,0.002244802,0.000590737,0.001063327,0.263586957,0.052930057,0.298322306,0.001299622,0.001063327,0.298204159,0.012169187,0.01760397,0.003780718,1.399829984,Browning,0.824945992,62.89382483,0.786363857,306.9133333
1018,151,2015,449715,4687282,0.012287335,0.020085066,0.001890359,0.000354442,0.000118147,0.000118147,0.155363894,0.088492439,0.438090737,0.000708885,0.005671078,0.215855388,0,0.049149338,0.011814745,1.42376399,Browning,0.392124729,50.4489603,0.792181781,324.98
1019,152,2015,481339,4686782,0.055293006,0.040997164,0.022093573,0.002599244,0.000236295,0.005316635,0.454985822,0.016068053,0.178875236,0.005671078,0.002835539,0.19907845,0,0.015595463,0.000354442,1.419866661,Reconyx,0.6817966,84.00283554,0.743012249,333.0166667
1020,153,2015,485379,4686748,0.008624764,0.062381853,0.031190926,0.011460302,0.002717391,0.002008507,0.321833648,0.032844991,0.186200378,0.000354442,0.006616257,0.267249527,0.021384688,0.0393431,0.005789225,1.391200015,Reconyx,0.832517757,88.53182105,0.715287666,339.2916667
1021,154,2015,491349,4686299,0.002362949,0.04489603,0.008742911,0.002481096,0,0,0.558010397,0.003544423,0.058837429,0.009688091,0.006261815,0.29489603,0,0.009569943,0.000708885,1.440134982,Reconyx,0.754800283,76.99275362,0.686971877,358.7833333
1022,155,2015,493476,4687538,0.005434783,0.041942344,0.009569943,0.001654064,0.000118147,0,0.523865784,0.024338374,0.141895085,0.018549149,0.001535917,0.215855388,0,0.014532136,0.000708885,1.43985335,Reconyx,0.863722984,81.52173913,0.660389832,365.7730159
1023,156,2015,499432,4686440,0.002599244,0.031072779,0.006261815,0.001063327,0,0.000118147,0.75555293,0.006616257,0.05694707,0.004962193,0.00047259,0.11991966,0,0.014059546,0.000354442,1.39677574,Reconyx,0.406591534,50.96093258,0.590429972,373.0185185
1024,157,2015,510623,4686944,0.000118147,0.030954631,0.005198488,0.002244802,0.000236295,0,0.453331758,0.036980151,0.11850189,0.040051985,0.001063327,0.302457467,0.007206994,0.001063327,0.000590737,1.218275011,Browning,0.922925497,56.39571519,0.418982625,267.8861111
1025,159,2015,123046,4691043,0.002103787,0.034244974,0.007947639,0.000935016,0.000116877,0.001636279,0.650888266,0.014375877,0.18513324,0.001753156,0.00315568,0.0585554,0.025128565,0.014025245,0,1.160995026,Browning,0.937350574,50.06233442,0.381647927,358.4604938
1026,160,2015,127502,4691441,0.002362949,0.036034972,0.007088847,0.001181474,0,0,0.569706994,0.024929112,0.142249527,0.005316635,0.007561437,0.141422495,0.010396975,0.048086011,0.003662571,1.300306678,Reconyx,0.18255392,62.14555766,0.428336705,393.8888889
1027,161,2015,130225,4690206,0.000236295,0.051630435,0.0393431,0.013350662,0.001299622,0.000590737,0.264059546,0.017840265,0.048794896,0.001417769,0.002599244,0.23334121,0.053520794,0.264059546,0.007915879,1.418289979,Browning,0.534996251,67.81663516,0.473191968,393.0766667
1028,162,2015,135465,4691261,0.00047259,0.026583176,0.004844045,0.001299622,0,0,0.617911153,0.045723062,0.128780718,0.003189981,0.00094518,0.09026465,0.013468809,0.065217391,0.001299622,1.48539598,Reconyx,0.548543701,47.96786389,0.513009608,442.7686869
1029,163,2015,138543,4690089,0.00047259,0.038752363,0.002481096,0.000827032,0,0,0.815099244,0.018194707,0.090382798,0.001890359,0,0.015831758,0.012405482,0.000354442,0.003308129,1.491850019,Reconyx,0.799247687,34.49905482,0.533363393,439.2733333
1030,164,2015,154871,4689763,0.00047259,0.033553875,0.004725898,0.003189981,0.000590737,0.003071834,0.640949905,0.03473535,0.061672968,0.003898866,0.004725898,0.161271267,0.03426276,0.012878072,0,1.195259988,Browning,0.671731298,46.98330183,0.556998387,332.9037037
1031,166,2015,170843,4690380,0,0.037689036,0.012287335,0.003308129,0.00094518,0,0.446361059,0.038279773,0.160798677,0.003544423,0.001890359,0.187618147,0.09629017,0.004017013,0.006970699,1.182785034,Browning,0.302211409,62.34247007,0.580259638,352.55
1032,167,2015,171759,4689350,0,0.030836484,0.009569943,0.003898866,0.001299622,0.000827032,0.422849716,0.045604915,0.153355388,0.003189981,0.00094518,0.228733459,0.09120983,0.002244802,0.005434783,1.182121674,Reconyx,0.734923752,54.66288595,0.583851806,351.4311111
1033,168,2015,188255,4690640,0,0.054584121,0.006261815,0.003189981,0.000354442,0.002717391,0.51157845,0.03426276,0.171431947,0.001417769,0.00094518,0.196833648,0.009688091,0.00508034,0.001654064,1.179017118,Reconyx,0.623108179,84.04221802,0.598323037,313.2088889
1034,174,2015,250977,4689155,0,0.138148668,0.045698925,0.012038336,0.001636279,0,0.264609631,0.087657784,0.248129967,0.002337541,0.00397382,0.174497429,0.016012155,0.002688172,0.002571295,1.288151662,Reconyx,0.42619669,65.68489949,0.522332072,249.3986111
1035,180,2015,293284,4686549,0,0.050567108,0.003780718,0.001535917,0.000590737,0,0.277173913,0.028119093,0.182537807,0.000827032,0.001654064,0.335893195,0.105623819,0.011342155,0.000354442,1.618832895,Browning,0.166894766,64.90233144,0.46006982,179.0866667
