Station,Year,x,y,Open.Water,Developed.Open,Developed.Low,Developed.Mid,Developed.High,Barren,Deciduous,Coniferous,Mixed,Scrub,Grassland,Pasture,Cultivated.Crops,Woody.Wetlands,Herbaceus.Wetlands,road_density,camera,random,forest_edgedensity,snow_depth,deer
337,2015,303503,4725853,0.000516044,0.049024207,0.005395008,0.000938262,0,0,0.546443986,0.014636892,0.10625821,0.01656033,0.002674048,0.183008069,0.050431601,0.022518296,0.001595046,1.554863555,Browning,0.120367342,66.0380309,225.5527778,NA
338,2015,403198,4704532,0.002031176,0.045205479,0.008502598,0.002503543,0.000236183,0.000472367,0.620217289,0.035285782,0.112092584,0.004865376,0.002881436,0.140387341,0.016769013,0.006707605,0.00184223,1.621329993,Browning,0.846630925,52.62163439,394.6555556,NA
340,2015,308526,4725909,0.106896552,0.040103921,0.006188002,0.000614077,0,0.00042513,0.441332074,0.023712801,0.098488427,0.013367974,0.001747756,0.018658479,0.004865376,0.146953236,0.096646197,1.564810702,Browning,0.371604935,36.37222485,210.1586667,NA
341,2015,461440,4706569,0.006239445,0.04771064,0.015762807,0.002674048,0.000328392,0,0.427706887,0.039453931,0.198958529,0.003096266,0.001923438,0.225182961,0.005066617,0.022377557,0.003518484,1.444518737,Browning,0.052410687,67.02320636,334.7227053,NA
342,2015,487315,4705520,0.008256709,0.036545318,0.019515857,0.004128354,9.38E-05,0,0.382341903,0.126712329,0.188262338,0.001595046,0.000797523,0.210030024,0.003143179,0.016372678,0.002204916,1.579723318,Browning,0.883762813,65.00594233,327.1713675,NA
343,2015,490705,4706834,9.45E-05,0.031128956,0.024185168,0.005715635,0.001086443,0.00042513,0.247756259,0.107982995,0.160982522,0.00198394,0.00042513,0.300047237,0.050165328,0.063108172,0.004912612,1.581777879,Browning,0.758345807,61.31317903,299.3645299,NA
344,2015,495694,4706636,0.020688685,0.042362545,0.016982548,0.002720961,0.000469131,0,0.385391255,0.140082567,0.26806155,0.001970351,0.002627135,0.090542316,0,0.027913305,0.000187652,1.565324374,Browning,0.710938539,56.0611747,343.7703704,NA
345,2015,514544,4705700,0.000944733,0.040859707,0.007794048,0.001228153,4.72E-05,0,0.488285309,0.083183751,0.206896552,0.004393009,0.0014171,0.07246103,0.009636278,0.081672178,0.001180916,1.383169309,Browning,0.529059643,61.18721461,347.1944444,NA
346,2015,517486,4707004,0.000713436,0.043472057,0.006611177,0.000903686,0.00019025,0,0.43824019,0.097360285,0.197954816,0.002711058,0.001426873,0.100118906,0.008703924,0.099833532,0.00175981,1.412225986,Browning,0.340912298,59.96036465,335.1391304,NA
347,2015,540229,4704278,0.000328392,0.031572528,0.002674048,9.38E-05,0,0,0.409504597,0.121598799,0.38501595,0.003471571,0.000422218,0.020266467,0,0.024347908,0.000703697,1.453864678,Reconyx,0.877540661,37.89016076,248.2550505,NA
348,2015,552313,4704690,9.38E-05,0.043957591,0.005301182,0.000938262,4.69E-05,0,0.251688872,0.219037343,0.397260274,0.003002439,0.001970351,0.052917996,0,0.023268906,0.000516044,1.370201325,Reconyx,0.975073797,52.4488647,243.8074074,NA
350,2015,208031,4709660,0.003987615,0.036732971,0.003143179,0.000422218,0,4.69E-05,0.572574592,0.060564834,0.210780634,0.016185025,0.002486395,0.076233815,0.007928317,0.008819666,9.38E-05,1.387297344,Browning,0.633073644,52.57396635,404.5570707,NA
351,2015,231430,4709575,0.000523187,0.04627824,0.004756243,0.001331748,0.000237812,0,0.497550535,0.045897741,0.0717717,0.005231867,0.001093936,0.274340071,0.049892985,0.001093936,0,1.276146248,Reconyx,0.455861327,50.81252477,334.7867725,NA
352,2015,236151,4711047,0.000472367,0.032829476,0.004345772,0.001228153,0,0,0.597024091,0.01511573,0.046197449,0.011620217,0.001464336,0.176854039,0.093150685,0.018516769,0.001180916,1.292501263,Reconyx,0.755818261,52.55865218,294.880303,NA
353,2015,239354,4709913,0.006565895,0.052385451,0.008030231,0.00198394,0.000236183,0,0.326074634,0.043882853,0.076239962,0.002267359,0.002172886,0.174681153,0.260132263,0.042985357,0.002361833,1.304442133,Browning,0.913659377,68.35144072,272.4041667,NA
356,2015,288670,4709222,0.036797355,0.055880964,0.016910723,0.003731696,0.00014171,0.004770902,0.216769013,0.026924894,0.14478035,0.004393009,0.00198394,0.294237128,0.180018895,0.009825224,0.002834199,1.695083332,Browning,0.631556233,66.58793891,185.4643519,NA
357,2015,293087,4710014,9.45E-05,0.05833727,0.036277752,0.010155881,0.001511573,0.000897496,0.233774209,0.033774209,0.124374114,0.006235239,0.011572981,0.331412376,0.145347189,0.003684459,0.002550779,1.691698126,Browning,0.489071601,67.69012754,178.9575758,NA
358,2015,331947,4708921,0.001125915,0.049727904,0.007506099,0.002204916,0.00075061,0,0.385719647,0.036686057,0.099502721,0.019984988,0.006708576,0.214158379,0.114749484,0.057327829,0.003846876,1.698343325,Browning,0.999488939,62.23806843,208.0634259,NA
359,2015,335285,4708559,0.002267359,0.063675012,0.026735947,0.008597071,0.002409069,0,0.255125177,0.014170997,0.090883325,0.017241379,0.004015116,0.244307983,0.228011337,0.040481814,0.002078413,1.672053725,Browning,0.367374543,57.66021099,204.5309179,NA
360,2015,339628,4709756,0.000844436,0.067836367,0.040861325,0.014027022,0.004175267,0,0.147729405,0.009241884,0.03476262,0.007177707,0.000844436,0.108885344,0.505817226,0.056858698,0.000938262,1.623823558,Reconyx,0.611277531,45.16169388,212.0424242,NA
361,2015,403239,4710710,4.72E-05,0.056589513,0.01497402,0.003920642,0.000236183,0.001228153,0.349220595,0.010014171,0.052338214,0.004062352,0.001369863,0.456400567,0.039111951,0.009541804,0.000944733,1.677972473,Browning,0.366853866,67.21776098,376.6921296,NA
363,2015,444454,4708985,0.018765247,0.06140927,0.003283918,0.000469131,4.69E-05,4.69E-05,0.372771627,0.085616438,0.243479077,0.011634453,0.002720961,0.071214111,0.003190092,0.110714956,0.014636892,1.437509974,Reconyx,0.029920784,85.89791706,365.2101852,NA
364,2015,446639,4709020,0.011242324,0.05649504,0.006235239,0.00127539,4.72E-05,4.72E-05,0.521965045,0.032923949,0.123382145,0.020973075,0.002456306,0.142276807,0.003778932,0.072697213,0.004204062,1.434380666,Browning,0.165091417,86.50606204,350.4616162,NA
365,2015,450701,4710798,0.005432215,0.045961266,0.006943788,0.00184223,4.72E-05,0.000519603,0.574256023,0.015871516,0.036277752,0.001039206,0.005101559,0.234341049,0.011053377,0.05862069,0.002692489,1.449097122,Browning,0.881695581,77.51535191,325.9657407,NA
366,2015,459865,4710218,0.008678927,0.055779696,0.04198724,0.029414524,0.00872584,0.000140739,0.425079752,0.064083318,0.121082755,0.000891349,0.002767874,0.208388065,0.006849315,0.02317508,0.002955526,1.452554286,Browning,0.787832344,63.48908488,324.2906667,NA
367,2015,464568,4708607,0.006896228,0.036920623,0.008913492,0.00150122,9.38E-05,0,0.361887784,0.114702571,0.220069431,0.001266654,0.00136048,0.204118972,0.006849315,0.031947833,0.003471571,1.444571264,Browning,0.441465016,63.5516357,348.7166667,NA
368,2015,486819,4710497,0.011620217,0.065942371,0.01355692,0.003023146,0.000236183,0,0.302975909,0.067076051,0.153424658,0.000897496,0.004865376,0.308786018,0.017997166,0.047331129,0.002267359,1.58563935,Browning,0.582438548,69.87875925,316.532,NA
369,2015,491622,4709890,0.000985175,0.05704635,0.022049165,0.00511353,0.001313567,0.000234566,0.338571965,0.066757365,0.091292926,0.002439482,0.000609871,0.303340214,0.026552824,0.079376994,0.004316007,1.599044979,Browning,0.612508415,73.43466567,300.2565657,NA
370,2015,494563,4710475,0.002739726,0.050779405,0.021209258,0.006046292,0.001228153,0,0.253755314,0.11228153,0.221020312,0.011620217,0.002550779,0.204723666,0.048653755,0.060037789,0.003353803,1.604007505,Browning,0.498051132,63.10817194,279.5472222,NA
371,2015,509544,4710063,0.00099197,0.048181389,0.019744922,0.007179972,0.000236183,9.45E-05,0.408786018,0.062635805,0.196032121,0.003731696,0.00085026,0.15904582,0.039348134,0.051440718,0.00170052,1.476507515,Browning,0.521795851,58.11683199,337.6458333,NA
372,2015,514550,4709032,0.007179972,0.059376476,0.034718942,0.01568257,0.001039206,0,0.405337742,0.082569674,0.138875768,0.002503543,0.005573925,0.11440718,0.014454417,0.114029287,0.004251299,1.407433351,Browning,0.522341708,62.10045662,341.4656566,NA
373,2015,517896,4710314,0.000897496,0.038592348,0.016957959,0.005007085,4.72E-05,0,0.573264053,0.049362305,0.108219178,0.001936703,0.00127539,0.113651393,0.017808219,0.068398677,0.004581956,1.430162149,Browning,0.228859464,58.77814517,338.5457778,NA
374,2015,520231,4708721,4.72E-05,0.039300897,0.005810109,0.00056684,4.72E-05,0,0.43008975,0.111761927,0.165186585,0.004251299,0.003117619,0.177420879,0.002361833,0.055455834,0.004581956,1.454459997,Reconyx,0.84095152,52.54290663,311.7398148,NA
375,2015,236667,4713158,0.000803023,0.037175248,0.004109589,0.001180916,9.45E-05,4.72E-05,0.533443552,0.020264525,0.053613604,0.010155881,0.0014171,0.161691072,0.141993387,0.032640529,0.001369863,1.303670661,Browning,0.082297043,57.61297433,290.063285,NA
376,2015,397350,4725531,0.001219741,0.033308313,0.008444361,0.00136048,0.000140739,0,0.449474573,0.007365359,0.021486208,0.005066617,0.003049353,0.226543442,0.215471946,0.025802214,0.001266654,1.675108105,Browning,0.895072885,48.11722024,385.7217172,NA
377,2015,339286,4714410,0.000237812,0.044803805,0.010749108,0.004090369,0.000523187,0,0.237526754,0.001854935,0.023590963,0.004994055,0.00294887,0.106064209,0.519476813,0.041854935,0.001284185,1.635123737,Browning,0.943489603,51.63694015,197.1698413,NA
378,2015,425447,4713957,0.000891349,0.044614374,0.010508538,0.002955526,0.000516044,0.001688872,0.404907112,0.021157816,0.042972415,0.002158003,0.001172828,0.364327266,0.071073372,0.027444173,0.00361231,1.277635312,Browning,0.775148841,62.47263402,372.1751323,NA
379,2015,428210,4712367,0.001548133,0.042644023,0.016325765,0.003987615,0.000703697,0.002158003,0.34166823,0.029226872,0.086601614,0.001454307,0.000609871,0.295083505,0.139331957,0.032182398,0.00647401,1.280374638,Browning,0.055429512,57.76568462,348.9916667,NA
380,2015,449285,4714983,0.004440246,0.046953236,0.007699575,0.002267359,4.72E-05,0,0.411525744,0.113887577,0.144874823,0.004865376,0.001889466,0.147614549,0.007888521,0.103873406,0.002172886,1.451216434,Browning,0.162523232,74.36624154,368.6685185,NA
381,2015,452398,4713642,0.004090369,0.061926278,0.013888228,0.002473246,4.76E-05,4.76E-05,0.387966706,0.089084423,0.090463734,0.002663496,0.006801427,0.273626635,0.01764566,0.047895363,0.00137931,1.454038143,Reconyx,0.829863188,77.49504558,345.4555556,NA
382,2015,464478,4712770,0.028578177,0.045441663,0.010061408,0.002975909,0.000188947,0.000188947,0.464430798,0.064666982,0.188993859,0.00099197,0.002503543,0.161313179,0.00184223,0.026121871,0.00170052,1.433146451,Browning,0.563793945,63.12391749,366.3934343,NA
383,2015,476327,4713818,0.008266415,0.036183278,0.006140765,0.001747756,0.000188947,9.45E-05,0.308597071,0.095937648,0.262021729,0.001369863,0.003542749,0.217335853,0.000755786,0.050590458,0.007227208,1.384404659,Browning,0.017363689,64.57250827,315.4453704,NA
384,2015,477916,4712911,0.001606046,0.046197449,0.015021256,0.003826169,0.000472367,0.00028342,0.290316486,0.119933869,0.236230515,0.00198394,0.004581956,0.207794048,0.008833255,0.058573453,0.004345772,1.388936426,Browning,0.56266402,69.56384821,322.763285,NA
385,2015,491498,4713981,0.0085851,0.04109589,0.008772753,0.00150122,4.69E-05,0,0.47396322,0.080268343,0.160818165,0.00361231,0.005817226,0.151294802,0,0.060940139,0.003283918,1.599334645,Browning,0.475709534,66.71045224,331.125,NA
386,2015,517474,4713073,0.000944733,0.033585262,0.024893718,0.006991025,0.00028342,4.72E-05,0.538497874,0.039017478,0.109872461,0.006518658,0.004345772,0.144591403,0.041709967,0.04208786,0.006613132,1.443555704,Reconyx,0.222772251,54.98346717,308.5175926,NA
387,2015,523242,4712263,0.005254269,0.042503284,0.008538187,0.001876525,4.69E-05,0,0.448442485,0.034246575,0.118690186,0.003471571,0.002627135,0.229545881,0.009711015,0.087774442,0.007271533,1.505154649,Browning,0.910775379,62.72283731,343.3418803,NA
388,2015,525333,4712504,0.001086443,0.04237128,0.007179972,0.001369863,9.45E-05,0,0.406565895,0.05663675,0.169579594,0.00198394,0.003495513,0.220028342,0.002645253,0.078129428,0.008833255,1.519868668,Browning,0.067351443,69.78428594,318.8523148,NA
389,2015,393803,4724952,0.016532829,0.043457723,0.016296646,0.00212565,0,0.000188947,0.292394898,0.097213037,0.048700992,0.010817194,0.004440246,0.185498347,0.153519131,0.122201228,0.006613132,1.648959262,Browning,0.641487596,55.61328925,395.0657005,NA
390,2015,320408,4718034,0.000469131,0.044661287,0.004175267,0.001782698,0.000187652,0,0.322762244,0.015434415,0.093966973,0.002627135,0.002814787,0.270078814,0.226168137,0.014871458,0,1.665775725,Reconyx,0.170656798,63.28579471,213.1555556,NA
391,2015,424299,4717621,0.009116675,0.040245631,0.004345772,0.000897496,0,0,0.518469532,0.019933869,0.025507794,0.003873406,0.002503543,0.323901748,0.025129901,0.021587152,0.004487482,1.260576677,Browning,0.42970353,63.80097622,379.1964646,NA
392,2015,428182,4716828,0.000422218,0.042034153,0.009664102,0.001782698,0.000375305,0,0.498967911,0.033636705,0.06276975,0.0028617,0.007459186,0.250234566,0.051604429,0.029367611,0.008819666,1.264376028,Browning,0.754614692,59.42328142,366.4489899,NA
393,2015,465592,4717674,0.003212093,0.04364667,0.005621162,0.001747756,0.00028342,0,0.403778932,0.073972603,0.109069438,0.000661313,0.000944733,0.300377893,0.003259329,0.050543222,0.002881436,1.442933127,Browning,0.615902293,65.91088018,364.8587963,NA
394,2015,467841,4717716,0.020594858,0.046866204,0.007083881,0.001313567,0.000187652,0,0.41030212,0.060893226,0.107806343,0.001032089,0.003518484,0.28115031,0.017170201,0.038281103,0.003799962,1.452864003,Browning,0.192285731,64.45862263,383.4555556,NA
395,2015,475131,4717571,0.009464923,0.051605232,0.015410226,0.006135553,0.00175981,0.000713436,0.185160523,0.129892985,0.21940547,0.000951249,0.000380499,0.2239239,0.08646849,0.055219976,0.013507729,1.383956139,Browning,0.762587964,59.05667856,310.1361111,NA
396,2015,479739,4717687,0.002739726,0.038970241,0.011667454,0.001794993,9.45E-05,0,0.305432215,0.085687293,0.25762872,0.000614077,0.002456306,0.222201228,0.010155881,0.057675957,0.002881436,1.400597334,Browning,0.424211661,68.82380727,319.912037,NA
397,2015,483191,4716589,0.000516044,0.030728092,0.009804841,0.001688872,0.000234566,0,0.305967348,0.083411522,0.198161006,0.00211109,0.002392569,0.26595046,0.027491087,0.066757365,0.004785138,1.417551327,Browning,0.97004117,56.95252393,329.1814815,NA
398,2015,499161,4716872,0.01745541,0.044613555,0.006135553,0.001046373,0.000142687,0,0.367277051,0.131747919,0.193864447,0.009512485,0.005659929,0.158953627,0,0.056313912,0.007277051,1.542971992,Reconyx,0.090662382,63.2738803,328.1937778,NA
399,2015,501167,4717267,0.021776098,0.045158243,0.008360888,0.00113368,9.45E-05,0,0.35890411,0.127727917,0.196551724,0.009400094,0.001653283,0.147472839,0.005479452,0.068918281,0.007368918,1.52291131,Reconyx,0.787510134,67.84758306,322.6434343,NA
400,2015,517436,4716489,0.006707605,0.036277752,0.006046292,0.00056684,4.72E-05,0,0.561407652,0.054416627,0.130278696,0.009730751,0.007321682,0.137411431,0.013745867,0.033301842,0.002739726,1.471016653,Browning,0.00365984,54.14895292,313.3490741,NA
401,2015,523192,4716944,0.005207356,0.066616626,0.030775005,0.011212235,0.00136048,0,0.411334209,0.035700882,0.146134359,0.002533308,0.005348095,0.201210358,0.00947645,0.06788328,0.005207356,1.503309337,Browning,0.46501133,74.31037718,293.6462963,NA
402,2015,547435,4717819,9.45E-05,0.037411431,0.003401039,0.000803023,0.000188947,0,0.310297591,0.132073689,0.477846009,0.005668399,0.00155881,0.022201228,0.00056684,0.007416155,0.000472367,1.601131439,Reconyx,0.016811327,34.86065187,236.2951691,NA
403,2015,551714,4716417,0.004440246,0.022484648,0.018138876,0.007699575,0.00028342,0.002598016,0.273736419,0.099385923,0.270666037,0.004770902,0.003212093,0.081719414,0.196315541,0.013887577,0.000661313,1.564188557,Reconyx,0.140532673,34.34104865,215.7005051,NA
404,2015,389054,4727607,0.000755786,0.04194615,0.005715635,0.00028342,0,0,0.481624941,0.137269721,0.08474256,0.010769957,0.003353803,0.126027397,0.073075106,0.034010392,0.00042513,1.52817385,Browning,0.466061436,63.62777515,368.3551111,NA
405,2015,309388,4737352,0.350968351,0.090033066,0.019508739,0.005857345,0.000944733,9.45E-05,0.233868682,0.009305621,0.069437884,0.009494568,0.000661313,0.162871989,0.043741143,0.001228153,0.00198394,1.760171456,Reconyx,0.986387106,53.06250984,187.4408889,NA
406,2015,320328,4720572,0.000380499,0.062211653,0.006420927,0.001474435,0.000332937,0.000665874,0.412271106,0.029821641,0.188489893,0.009845422,0.002282996,0.176456599,0.099643282,0.009560048,0.000142687,1.648926869,Reconyx,0.47032177,66.39714625,231.9469697,NA
407,2015,324443,4720704,0.000944733,0.073500236,0.009872461,0.002409069,0.000188947,0.00028342,0.338450638,0.012942844,0.098913557,0.016438356,0.002409069,0.170524327,0.208786018,0.059565423,0.004770902,1.652485991,Browning,0.827453159,72.71295859,191.8800926,NA
409,2015,479487,4721592,0.00225183,0.039172453,0.01519985,0.003471571,0.000140739,0.000281479,0.230249578,0.061643836,0.106774254,0.000562957,0.003237005,0.413351473,0.05493526,0.063332708,0.005395008,1.379309982,Browning,0.747525275,68.07093263,319.0717593,NA
410,2015,493834,4720892,0.002172886,0.043693906,0.010014171,0.001747756,4.72E-05,0,0.336844591,0.060793576,0.133443552,0.003637222,0.003495513,0.286065187,0.006282475,0.104770902,0.006991025,1.460353986,Reconyx,0.468181312,76.03527004,365.3929293,NA
411,2015,498693,4720811,0.007841285,0.057723193,0.006424185,0.001180916,0.00014171,0.000188947,0.463486065,0.051346245,0.152149268,0.00170052,0.005196032,0.166603684,0.006802078,0.069721304,0.009494568,1.471827141,Reconyx,0.11541203,72.98063297,323.926087,NA
412,2015,502491,4721227,0.007646838,0.054419216,0.024019516,0.015012197,0.005301182,0.000140739,0.298555076,0.051088384,0.108838431,0.001172828,0.006004879,0.18000563,0.056811785,0.174845187,0.016138112,1.481974689,Reconyx,0.706256598,58.78213549,304.4439614,NA
413,2015,506371,4723142,0.006188002,0.038545111,0.008691545,0.003023146,0.00042513,0,0.299102504,0.078649032,0.246197449,0.001936703,0.002786963,0.153849787,0.062116202,0.087907416,0.010581011,1.46915142,Reconyx,0.332082979,46.37065029,308.3986667,NA
414,2015,548933,4719535,0.000237812,0.027586207,0.002901308,0.000618312,0.00019025,0,0.354673008,0.083186683,0.453602854,0.010368609,0.00175981,0.055552913,0.000570749,0.007562426,0.001189061,1.605806857,Reconyx,0.544167969,34.84740388,209.6847222,NA
415,2015,551434,4721218,0.002204916,0.021908426,0.015387502,0.004738225,0.001079002,0.000562957,0.236770501,0.133420904,0.318070933,0.006755489,0.007365359,0.233768062,0.013792456,0.002533308,0.001641959,1.592765983,Reconyx,0.321551365,42.86295115,193.8888889,NA
416,2015,557782,4721162,0.004128354,0.040157628,0.018436855,0.009851755,0.003424658,0.016654157,0.138722087,0.221289172,0.246856821,0.015668981,0.023456558,0.237380372,0.019891162,0.003377744,0.000703697,1.574867129,Reconyx,0.227653442,62.1442422,169.1067633,NA
417,2015,560464,4720023,0.002908613,0.035325577,0.004878964,0.001079002,4.69E-05,0,0.150403453,0.260649278,0.417057609,0.006943141,0.01369863,0.096359542,0.007881404,0.002298743,0.000469131,1.551996001,Reconyx,0.796180146,42.14361669,196.0380342,NA
418,2015,311534,4743507,0.1706188,0.068256967,0.030325933,0.008171941,0.000519603,0.000330657,0.198630137,0.001086443,0.040623524,0.009022201,0.002456306,0.358715163,0.086490316,0.024043458,0.00070855,1.84344811,Browning,0.309307862,56.66824122,207.0680556,NA
421,2015,324283,4725772,0.00028342,0.05550307,0.009541804,0.00184223,0.00042513,0,0.30099197,0.020925838,0.102550779,0.006849315,0.00155881,0.161738309,0.313179027,0.022673595,0.001936703,1.64525466,Browning,0.055163215,69.26468273,192.4647343,NA
422,2015,435606,4724618,0.000377893,0.053141238,0.005573925,0.001464336,0.000236183,0,0.388757676,0.121681625,0.149787435,0.007463392,0.003306566,0.207321682,0.035947095,0.024374114,0.00056684,1.257569358,Browning,0.324708535,59.07731066,374.6235556,NA
424,2015,498734,4725202,0.002786963,0.050354275,0.011006141,0.00170052,0.00014171,0,0.383372697,0.065139348,0.118138876,0.000330657,0.002314596,0.288757676,0.008455361,0.060132263,0.007368918,1.438569307,Reconyx,0.400932527,70.79200126,338.5884444,NA
425,2015,502752,4726087,0.001172828,0.053387127,0.018389942,0.003846876,0.000656784,0.000187652,0.274066429,0.054700694,0.149934322,0.002908613,0.001032089,0.256520923,0.068399324,0.105460687,0.00933571,1.417166403,Reconyx,0.365680182,66.882467,324.3141026,NA
426,2015,560466,4724384,0.001266654,0.038468756,0.016747983,0.00436292,0.000187652,0.001125915,0.178973541,0.156314506,0.192015388,0.019046725,0.031103397,0.297053856,0.046819291,0.015997373,0.000516044,1.584235711,Reconyx,0.743477365,78.97041346,198.688,NA
428,2015,463555,4740935,0.002392569,0.04982173,0.010133233,0.003096266,0.000328392,0,0.234096453,0.025473822,0.056811785,0.006380184,0.012056671,0.220257084,0.151998499,0.219224995,0.007928317,1.469896436,Browning,0.575093618,51.91718271,343.3077295,NA
429,2015,421774,4728689,0.003662307,0.041664685,0.004565993,0.001617122,9.51E-05,0,0.527419738,0.057407848,0.100118906,0.012128419,0.012508918,0.142639715,0.074054697,0.02059453,0.001521998,1.263397296,Reconyx,0.585448678,49.05271502,411.8106667,NA
430,2015,435510,4728215,0.000516044,0.038750235,0.002345656,0.000609871,0,0,0.440654907,0.131685119,0.141020829,0.00436292,0.003471571,0.19806718,0.014965284,0.021157816,0.002392569,1.258773327,Browning,0.166715175,42.12797898,389.752657,NA
431,2015,441657,4728483,0.000140739,0.045881028,0.004878964,0.001407394,0.000187652,4.69E-05,0.386141865,0.086554701,0.132998686,0.002017264,0.008397448,0.199521486,0.05057234,0.074310377,0.006943141,1.301443145,Reconyx,0.273580644,55.84224683,418.312,NA
432,2015,521318,4728729,0.005904582,0.04421351,0.008313651,0.002692489,0.00028342,0,0.516485593,0.033301842,0.136655645,0.005904582,0.002975909,0.14463864,0.015588096,0.079924421,0.003117619,1.501405327,Browning,0.380699751,67.87907416,317.1328704,NA
433,2015,524879,4729037,0.004770902,0.036088805,0.007274445,0.00184223,9.45E-05,0,0.569107227,0.041048654,0.148275862,0.008644308,0.004676429,0.116154936,0.014029287,0.043268777,0.004723666,1.523745707,Browning,0.409533428,64.80869154,315.7106667,NA
434,2015,528957,4729408,0.003518484,0.032979921,0.010320886,0.001876525,0.000140739,0,0.447457309,0.019046725,0.128495027,0.003471571,0.008538187,0.243854382,0.005160443,0.083927566,0.011212235,1.586151257,Browning,0.726959758,53.73115656,300.5263889,NA
435,2015,532191,4728608,0.002739726,0.039489844,0.023145961,0.005101559,0.000472367,0,0.182616911,0.026735947,0.152763344,0.003920642,0.009589041,0.453566368,0.035333018,0.055408597,0.009116675,1.594880015,Browning,0.944242608,49.88190836,287.7994949,NA
437,2015,417828,4732678,0.000236183,0.012942844,0.002031176,0.00085026,4.72E-05,0,0.704723666,0.064808692,0.103164856,0.002078413,4.72E-05,0.065706188,0.009730751,0.020973075,0.012659424,1.351411311,Browning,0.793426124,22.56337585,446.7898148,NA
438,2015,420872,4732917,4.69E-05,0.033308313,0.008444361,0.004128354,0.000562957,4.69E-05,0.453696754,0.040579846,0.083599174,0.006380184,0.001641959,0.165227998,0.173953837,0.024770126,0.00361231,1.303615715,Browning,0.437219281,39.14117721,423.1062222,NA
439,2015,425195,4732060,0.00056684,0.033349079,0.008219178,0.001369863,0.000188947,0,0.367264998,0.06934341,0.088852149,0.008549835,0.002503543,0.259518186,0.138686821,0.016957959,0.004629192,1.216900013,Browning,0.119807202,45.5833727,406.6865741,NA
440,2015,435062,4732154,0.00198394,0.037836561,0.003684459,0.001464336,0.00014171,0,0.537789325,0.118280586,0.137694851,0.009447331,0.007699575,0.082239017,0.036702881,0.022248465,0.002786963,1.272608109,Browning,0.642484494,48.1341521,432.1430556,NA
441,2015,442172,4733939,0.001313567,0.033824357,0.002767874,0.001032089,4.69E-05,0,0.482782886,0.063848752,0.101613811,0.002674048,0.002720961,0.287718146,0.007740664,0.010696191,0.001219741,1.364383757,Reconyx,0.069625599,49.99374492,411.7932367,NA
444,2015,482355,4733362,0.013839369,0.044192156,0.007130794,0.001548133,0.000234566,0,0.364796397,0.064974667,0.133280165,0.005019704,0.002392569,0.293113154,0.007599925,0.05493526,0.006943141,1.320522658,Browning,0.407829637,63.8174767,306.4471111,NA
445,2015,485974,4733542,0.003542749,0.049078885,0.015729806,0.003778932,0.00028342,0,0.322484648,0.043882853,0.08360888,0.005243269,0.004770902,0.373878129,0.01284837,0.073358526,0.007510628,1.337974377,Browning,0.869484837,64.32057944,342.7719807,NA
446,2015,490272,4733854,0.005676487,0.036357666,0.002486395,0.000562957,9.38E-05,0,0.571214111,0.053856258,0.037249015,0.01083693,0.019938075,0.203227622,0.00722462,0.045646463,0.005629574,1.394502137,Browning,0.71553181,64.03640458,357.5020202,NA
447,2015,502477,4733145,0.001407394,0.04696003,0.004691312,0.000985175,9.38E-05,0,0.369112404,0.03973541,0.182632764,0.002345656,0.007459186,0.230812535,0.00497279,0.085053481,0.023738037,1.396599348,Browning,0.218849007,51.91718271,368.7207729,NA
448,2015,505257,4734029,0.00489893,0.055457788,0.00489893,0.000856124,4.76E-05,0,0.419881094,0.031629013,0.095362663,0.0082283,0.0078478,0.3043044,4.76E-05,0.057027348,0.009512485,1.414083583,Browning,0.283113733,71.07411811,346.7126263,NA
449,2015,509484,4733697,0.292925502,0.033495965,0.007083881,0.001970351,0,4.69E-05,0.25361231,0.073372115,0.16977857,0.002439482,0.00225183,0.106352036,0.007318446,0.046068681,0.003283918,1.430932673,Browning,0.411263657,45.30243323,228.9097222,NA
450,2015,521824,4733385,0.009305621,0.051346245,0.003778932,0.000803023,0.000188947,0,0.530751063,0.061407652,0.180727444,0.008880491,0.004629192,0.076003779,0,0.069721304,0.002456306,1.446532147,Browning,0.351182351,66.24153677,352.0111111,NA
451,2015,525808,4733099,0.000656784,0.033683618,0.001266654,0.000375305,0,0,0.636610996,0.036263839,0.166682304,0.002814787,0.001876525,0.057703134,0.002345656,0.05779696,0.001923438,1.458282871,Reconyx,0.41096253,46.75673985,352.7540404,NA
452,2015,528591,4733558,0.009945581,0.034574967,0.007271533,0.000985175,0,0,0.401247889,0.022846688,0.071307938,0.005254269,0.008819666,0.317038844,0.007365359,0.096078063,0.017264027,1.513333127,Reconyx,0.078784636,70.33839995,311.6991453,NA
453,2015,303919,4729146,0.00170052,0.063675012,0.010061408,0.00170052,0.000188947,0.000944733,0.640387341,0.011336797,0.063627775,0.023712801,0.007038262,0.12980633,0.037505905,0.007038262,0.00127539,1.608811396,Reconyx,0.269605109,68.90253503,262.6085859,NA
454,2015,297354,4736832,0.005715635,0.041190364,0.006282475,0.000614077,0,0,0.728341993,0.034813415,0.127586207,0.008455361,0.00056684,0.044874823,0,0.001464336,9.45E-05,1.591251977,Browning,0.365286381,43.47346875,269.4354497,NA
455,2015,301355,4736754,0.002204916,0.046490899,0.008303622,0.00225183,0.000375305,0.008960405,0.692390692,0.022659035,0.132248077,0.012525802,0.007365359,0.033542879,0.001923438,0.028241696,0.000516044,1.672720713,Reconyx,0.995256228,54.43485332,294.9419192,NA
